7,3,0,0,0,1,1,258,0,2,1
10,0,4,79,18,2,2,0,8,14,17
9,1,0,2,1,10,7,14,49,162,16
8,1,1,2,0,2,14,3,164,31,15
6,26,5,112,0,12,25,9,5,6,4
7,7,0,1,0,1,2,170,8,39,3
7,1,1,27,0,4,6,212,34,28,13
4,1,13,50,71,1,1,0,0,0,0
6,15,0,3,1,22,122,9,3,3,2
10,2,0,0,0,1,3,15,57,17,90
7,6,0,1,0,1,4,321,0,7,1
10,2,0,1,0,1,4,18,77,65,85
8,0,1,3,0,2,9,0,128,80,23
5,184,0,1,0,103,19,7,2,2,3
10,3,22,8,1,12,7,9,73,34,89
7,1,0,0,0,2,3,275,1,2,1
10,0,1,0,0,1,1,1,29,4,219
10,96,1,6,0,80,40,4,27,9,16
9,1,0,0,0,2,1,1,2,224,2
9,1,0,0,0,1,3,6,16,115,7
9,1,4,106,1,1,6,0,1,5,5
1,7,10,151,3,3,3,0,1,2,2
7,0,0,0,0,2,4,299,1,2,0
8,1,0,1,0,0,2,1,178,20,15
7,7,1,3,1,2,24,46,31,54,13
7,7,0,1,0,1,1,263,5,13,2
9,8,0,1,0,3,13,9,15,101,5
6,31,0,2,0,142,90,5,5,8,1
5,42,1,1,0,139,38,0,2,2,1
5,27,1,4,1,213,25,0,2,3,1
7,0,1,0,0,1,3,226,2,3,0
8,0,1,1,0,1,1,2,211,9,8
10,0,0,0,0,0,1,0,74,44,34
1,76,0,2,0,161,59,0,3,7,2
9,0,0,0,0,2,10,2,5,206,5
9,8,0,1,0,2,9,26,18,154,5
5,74,1,2,0,164,10,0,2,1,2
1,242,0,1,0,36,18,0,2,3,2
7,0,0,0,0,1,3,282,0,2,0
5,29,0,1,0,214,26,7,4,3,2
7,1,0,0,0,3,4,355,0,1,0
5,5,0,1,0,199,30,1,2,3,3
7,0,0,0,0,1,3,198,8,2,1
7,1,0,0,0,1,2,146,10,9,6
8,3,0,2,0,2,65,16,18,22,7
3,5,9,75,47,2,2,1,12,12,4
8,4,0,1,0,1,3,7,144,41,28
1,123,0,3,14,122,25,1,3,4,2
7,0,1,0,0,4,11,330,2,2,1
8,1,0,0,0,1,1,10,106,102,85
1,76,0,2,0,161,59,0,3,7,2
10,57,1,4,2,15,5,1,19,9,159
7,7,0,1,0,1,2,239,7,17,4
7,3,0,0,0,1,4,225,7,7,5
1,242,0,1,0,36,18,0,2,3,2
9,1,0,1,0,2,4,15,64,115,21
7,23,4,10,1,2,4,256,6,11,3
9,1,0,0,0,4,8,5,13,190,14
8,1,0,0,0,1,2,3,164,8,11
9,34,0,2,1,9,20,5,46,119,10
9,2,0,4,0,3,6,15,31,150,11
5,2,0,0,0,218,9,2,2,0,1
9,1,0,11,1,15,3,10,30,149,10
10,0,0,2,0,1,1,1,20,12,206
8,2,0,0,0,2,1,1,216,23,16
6,12,0,5,1,33,155,1,3,8,2
1,91,1,4,1,74,18,12,19,7,7
7,0,0,0,0,1,3,288,0,1,0
9,1,0,1,0,10,33,7,14,164,5
5,0,0,0,0,196,4,0,0,2,3
8,2,1,2,0,7,4,5,100,34,18
10,22,0,1,0,2,2,5,32,8,186
9,0,0,0,0,1,2,158,1,13,0
5,9,0,1,0,205,45,1,3,2,1
7,1,0,0,0,2,8,305,0,5,1
10,0,0,1,0,2,6,0,11,8,243
5,10,0,0,0,49,100,0,2,6,1
8,6,0,1,1,3,7,2,149,38,26
8,70,0,2,0,25,16,2,47,31,18
9,1,0,0,0,0,4,1,40,224,8
5,3,0,1,0,60,158,0,2,3,0
7,0,0,0,0,1,3,151,1,7,0
9,0,0,0,0,1,5,2,8,223,13
9,2,0,2,0,4,4,3,109,71,21
5,24,0,3,0,283,16,0,3,3,2
10,0,0,0,0,223,14,0,1,3,1
8,2,0,1,1,2,5,2,222,29,15
5,0,0,3,0,266,3,0,0,0,0
6,30,0,4,0,19,135,2,8,8,3
5,1,0,1,0,251,19,0,4,4,0
7,0,0,0,0,2,4,299,1,2,0
8,0,1,1,0,1,1,2,211,9,8
8,0,0,0,0,1,2,8,18,120,5
5,0,0,1,0,173,7,0,4,2,1
9,2,0,0,0,13,14,5,10,165,4
9,16,0,2,0,3,4,3,46,120,16
9,1,0,2,0,3,3,4,33,209,9
7,2,0,0,0,1,3,259,1,6,1
10,1,0,0,0,1,2,2,103,14,124
3,1,5,297,9,2,1,0,2,2,1
3,15,12,156,7,3,7,4,6,6,10
3,1,2,167,4,2,0,0,1,1,1
10,0,0,0,0,1,0,1,18,5,250
3,11,20,98,4,5,4,0,4,3,6
9,0,1,0,0,1,3,5,21,190,8
1,76,0,2,0,161,59,0,3,7,2
3,5,3,86,0,3,3,0,4,2,77
8,1,0,1,0,4,3,0,210,34,8
5,25,1,2,1,206,15,0,2,1,1
9,2,0,2,1,8,7,1,18,213,5
9,2,1,2,0,10,4,9,23,177,12
6,4,0,5,0,43,132,2,8,27,2
7,0,0,0,0,1,3,91,10,9,9
5,53,0,0,0,273,4,1,1,1,0
1,150,8,12,2,33,17,3,8,14,3
7,0,0,0,0,0,6,104,69,95,28
6,2,0,1,0,3,91,61,2,5,2
6,9,1,2,0,62,160,2,10,21,5
8,2,0,4,0,4,15,7,148,47,41
9,36,0,2,1,7,24,19,34,156,6
7,0,0,2,1,1,2,117,79,26,27
7,0,0,0,0,1,2,357,0,2,1
10,0,0,1,0,3,3,0,13,6,233
7,0,0,0,0,1,5,274,0,2,0
5,18,0,3,0,297,9,1,2,5,1
8,11,0,4,0,14,8,5,152,34,24
5,53,0,0,0,273,4,1,1,1,0
1,179,0,9,0,43,13,0,1,4,2
10,1,0,6,0,6,3,8,67,34,171
9,1,0,0,0,7,13,93,9,148,7
3,1,3,213,7,1,1,0,1,2,1
9,6,1,2,2,1,5,6,16,76,10
9,3,0,2,0,2,5,6,50,169,10
5,5,0,0,0,63,1,0,0,1,1
7,0,0,0,0,1,4,314,1,1,0
9,1,1,2,1,69,27,2,14,144,4
8,70,0,2,0,25,16,2,47,31,18
8,0,0,1,0,1,2,1,140,4,4
9,0,0,0,0,0,1,2,11,12,51
9,1,0,0,0,4,1,2,36,16,210
9,8,0,10,1,6,18,10,64,134,16
5,17,0,0,1,239,9,1,2,1,2
7,0,0,0,0,1,8,83,33,102,26
7,0,0,0,0,1,4,102,50,43,24
8,2,0,3,1,1,6,4,136,50,12
5,39,0,4,0,47,25,0,2,3,4
7,5,0,0,0,1,4,136,1,105,1
10,1,0,1,0,1,2,1,105,6,82
10,28,0,2,0,3,3,15,130,27,88
8,1,0,0,0,1,3,2,238,7,11
10,1,0,2,0,4,4,2,24,17,187
9,2,0,1,0,4,3,5,24,217,8
9,0,0,0,0,1,1,1,1,6,1
7,2,0,1,0,4,3,314,0,2,0
7,1,0,0,0,2,5,275,0,2,0
10,4,2,5,0,16,12,26,73,35,109
9,0,0,0,0,1,2,6,6,188,5
6,12,0,2,0,28,177,22,7,12,2
6,1,0,0,0,5,286,3,3,8,1
6,14,0,4,1,177,95,2,4,8,2
5,6,0,0,0,43,259,2,2,4,1
10,1,0,0,0,2,3,0,33,6,221
10,1,0,1,0,0,2,0,93,72,43
8,6,0,3,0,1,7,3,84,22,12
1,61,1,5,0,60,19,0,16,14,9
9,0,0,0,0,5,3,16,20,189,5
7,9,0,23,0,2,4,227,1,74,1
10,1,1,2,0,2,16,1,13,7,211
10,1,0,0,0,0,0,1,7,5,259
1,242,0,1,0,36,18,0,2,3,2
9,2,1,4,0,2,4,3,46,205,15
10,4,1,1,0,2,5,1,30,38,91
6,1,0,0,1,1,8,50,20,25,11
5,38,0,1,0,221,20,1,2,2,3
9,0,0,0,0,25,4,0,0,201,1
5,33,0,1,0,163,25,1,3,9,2
6,6,1,2,1,42,171,1,6,12,2
5,41,1,9,1,116,66,2,2,1,1
9,13,0,3,0,10,37,9,13,82,3
8,3,0,0,0,0,1,0,263,7,7
1,272,0,4,0,47,5,0,5,2,2
9,0,0,0,0,25,4,0,0,201,1
5,59,0,2,0,128,34,1,2,2,1
7,2,0,0,0,3,8,289,1,15,1
7,37,0,5,1,24,9,102,12,10,5
7,0,0,0,0,1,4,169,1,9,1
1,242,0,1,0,36,18,0,2,3,2
6,0,0,5,0,5,9,0,112,47,32
9,0,0,0,0,3,10,1,10,171,5
8,2,1,3,0,5,5,37,127,28,32
5,19,0,0,0,213,16,1,2,3,2
10,1,0,1,0,2,4,6,47,25,92
10,7,0,15,12,16,3,11,58,33,52
9,1,0,5,1,1,3,4,34,219,12
6,6,1,1,0,39,146,1,1,14,1
5,184,0,1,0,103,19,7,2,2,3
7,2,0,2,0,2,6,245,1,15,2
6,9,0,0,0,30,124,7,1,3,0
5,3,0,2,1,197,11,15,10,20,7
5,27,0,5,6,191,17,0,3,3,1
9,0,0,1,0,4,5,28,23,144,22
8,10,10,76,7,43,31,6,50,24,24
10,10,3,13,3,5,23,11,39,109,19
10,1,0,4,0,1,2,0,67,42,32
8,5,2,12,2,8,14,1,128,48,17
9,11,1,1,0,17,40,35,18,47,18
8,2,0,4,1,1,1,2,101,39,9
7,0,0,0,0,1,2,256,1,1,0
7,1,0,0,0,2,2,205,2,3,1
7,0,0,0,0,2,3,238,3,2,1
9,6,2,3,1,11,20,48,24,126,16
6,10,0,1,0,36,148,4,2,6,1
4,0,1,48,71,1,0,0,0,1,0
9,0,1,11,0,4,15,0,94,62,18
7,7,0,0,0,1,2,242,2,2,1
6,8,1,2,2,42,124,7,5,13,4
7,0,0,0,0,0,1,270,0,5,0
7,6,0,2,0,1,2,228,1,1,0
1,191,0,6,1,56,6,0,4,18,3
7,2,0,0,0,1,2,266,0,2,1
9,1,0,1,0,11,5,80,65,112,35
7,1,0,0,0,0,1,298,0,4,1
5,3,1,1,0,221,57,0,1,3,2
10,1,0,0,0,1,2,1,15,6,176
10,0,2,12,1,4,6,13,83,65,60
8,9,1,1,0,2,3,4,183,17,28
2,9,162,29,1,6,4,1,2,8,7
5,27,1,4,1,213,25,0,2,3,1
8,0,0,0,0,1,4,0,212,12,47
7,3,0,0,0,2,4,260,4,6,3
9,3,1,6,1,12,33,1,86,52,15
8,1,0,2,0,3,5,1,74,23,35
8,12,1,4,0,25,10,2,151,38,19
5,16,0,1,0,241,8,0,1,1,3
7,2,0,0,0,3,1,273,1,5,1
9,28,2,9,1,5,8,13,62,83,15
7,0,0,0,0,0,3,309,0,1,0
10,1,0,6,0,6,3,8,67,34,171
7,1,0,1,0,2,4,111,26,54,19
7,5,0,35,0,0,3,163,9,25,3
5,0,0,0,0,177,9,18,9,19,3
9,2,0,1,0,3,5,2,23,156,8
7,0,0,0,0,3,1,281,2,3,1
9,0,0,0,0,2,3,66,43,135,13
10,0,0,0,0,2,7,13,60,38,80
7,1,0,0,0,1,2,201,1,5,1
3,22,33,230,7,2,2,0,5,3,7
1,87,2,9,1,79,30,2,58,16,23
5,34,0,1,0,235,27,1,3,2,2
3,5,3,86,0,3,3,0,4,2,77
6,3,0,1,0,22,161,1,24,25,8
10,1,0,0,0,1,2,1,8,1,158
7,7,0,1,0,1,1,263,5,13,2
10,96,1,6,0,80,40,4,27,9,16
9,3,0,1,0,2,6,34,23,135,11
10,0,0,1,0,2,6,0,11,8,243
3,4,5,131,1,2,1,0,2,1,1
3,14,4,142,41,4,4,1,1,7,3
